"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Asia","CHN","China","Linear Capital","Data-driven tech","Shanghai early-stage VC","Shanghai","linear.vc"
"Asia","CHN","China","Bertelsmann Asia Investments (BAI)","TMT, consumer","German corporate VC in China","Shanghai","bai-capital.com"
"Asia","CHN","China","INCE Capital","Consumer, SaaS","Shanghai early-stage VC","Shanghai","incecap.com"
"Asia","CHN","China","Oceanpine Capital","Growth tech","Growth VC/PE hybrid","Shanghai","oceanpinecap.com"
"Asia","CHN","China","Chengwei Capital","TMT, consumer, healthcare","Long-established China PE fund with offices in Chengdu & Shanghai","Chengdu","chengwei.com"
"Asia","CHN","China","China Western Development Fund","Infrastructure, energy, logistics","State-linked PE fund promoting western region growth","Chongqing","cwdf.com.cn"
"Asia","CHN","China","Western China Growth Fund (CDB)","Infra, industrial","CDB-backed regional growth fund","Xi’an","cdbfund.com"
"Asia","CHN","China","Chengdu Industry Investment Fund","Advanced manufacturing, healthcare","Municipal-backed PE fund","Chengdu","cdiif.com"
"Asia","CHN","China","Chongqing Industrial Investment Fund","Infrastructure, industry","Local SOE PE platform","Chongqing","cqfund.com"
"Asia","CHN","China","Sichuan Development Equity Fund","Industrial, energy","Provincial PE vehicle","Chengdu","scfund.cn"
"Asia","CHN","China","Shaanxi Coal & Chemical PE","Energy, mining","PE arm of Shaanxi Coal Group","Xi’an","shccig.com"
"Asia","CHN","China","West China Securities PE","TMT, consumer","Regional PE arm of West China Securities","Xi’an","xhzq.com"
"Asia","CHN","China","Tianfu (Sichuan) Innovation Fund","Tech, digital","Chengdu-focused PE/VC hybrid","Chengdu","tianfufund.cn"
"Asia","CHN","China","Silk Road Fund (regional arm)","Infra, cross-border","China’s sovereign Belt & Road fund with Xi’an ops","Xi’an","silkroadfund.com.cn"
"Asia","CHN","China","Xinjiang Investment Development Fund","Energy, infra","PE arm for western energy projects","Urumqi","xjfund.cn"
"Asia","CHN","China","Tibet Development Fund PE","Infra, energy","State-linked fund for Tibet projects","Lhasa","tibetfund.cn"
"Asia","CHN","China","Gansu Industrial Investment Fund","Mining, manufacturing","Provincial growth equity fund","Lanzhou","gsfund.cn"
"Asia","CHN","China","Chengdu High-Tech Investment Group","TMT, life sciences","Hi-tech PE vehicle","Chengdu","cdhtig.com"
"Asia","CHN","China","Shaanxi Province Venture & Growth Fund","Emerging industries","Local government-backed equity fund","Xi’an","sxfund.cn"
"Asia","CHN","China","Chongqing Liangjiang Equity Fund","Infra, industry","PE fund in Liangjiang New Area","Chongqing","liangjiangfund.com"
"Asia","CHN","China","Sichuan Energy Investment Fund","Power, clean energy","Energy-focused PE","Chengdu","scenergyfund.com"
"Asia","CHN","China","Xi’an High-Tech Development Fund","Biotech, AI","VC/PE hybrid backed by Xi’an gov.","Xi’an","xahighfund.cn"
"Asia","CHN","China","Chengdu Investment Holdings PE","Diversified","Chengdu-based equity investor","Chengdu","cdih.com.cn"
"Asia","CHN","China","Western New Silk Road PE Fund","Cross-border, infra","Belt & Road-linked PE","Xi’an","wnrfund.com"
"Asia","CHN","China","Westlake Ventures","Tech, AI, SaaS","Emerging VC in Chengdu","Chengdu","westlakevc.cn"
"Asia","CHN","China","Tianfu VC Fund","TMT, life sciences","Chengdu municipal VC","Chengdu","tianfuvc.com"
"Asia","CHN","China","Innoangel West China","Seed, AI, robotics","Angel/VC fund in Chengdu & Xi’an","Chengdu","innoangel.com"
"Asia","CHN","China","West China Healthcare Innovation Fund","Biotech, medtech","Focused VC in Chengdu","Chengdu","whifund.cn"
"Asia","CHN","China","Xi’an Innovation Venture Fund","AI, hardware","Regional VC fund","Xi’an","xianfund.cn"
"Asia","CHN","China","Chengdu High-Tech Angel Fund","Early-stage tech","Angel-style VC","Chengdu","cdhtvc.cn"
"Asia","CHN","China","Gobi Partners China (Chengdu branch)","Internet, SaaS","Pan-Asia VC with West China base","Chengdu","gobivc.com"
"Asia","CHN","China","Legend Star (West Region)","Early-stage","Legend Capital’s incubator/VC arm","Xi’an","legendstar.com.cn"
"Asia","CHN","China","Plug and Play China (Xi’an hub)","Seed/acceleration","Accelerator-VC in Shaanxi","Xi’an","pnptc.com"
"Asia","CHN","China","CDF Ventures","AI, SaaS, mobility","Chengdu-based VC","Chengdu","cdfventures.cn"
"Asia","CHN","China","Silk Road VC Fund","Cross-border, logistics","Xi’an-linked early-stage fund","Xi’an","srvfund.com"
"Asia","CHN","China","Panda Capital","Internet, consumer","Chengdu-based VC founded by ex-TMT investors","Chengdu","pandacapital.cn"
"Asia","CHN","China","Hongtai West China Fund","Consumer, healthcare","Branch of Hongtai Fund in Chengdu","Chengdu","hongtaiwest.cn"
"Asia","CHN","China","Western Angel Alliance","Seed","Chengdu-Xi’an angel/VC syndicate","Chengdu","waa.cn"
"Asia","CHN","China","BrightStone VC","TMT, consumer","Xi’an-based VC","Xi’an","brightstonevc.cn"
"Asia","CHN","China","Yinke Capital West China","Fintech, AI","West region branch of Yinke Capital","Chengdu","yinkecapital.com"
"Asia","CHN","China","Jiacheng West Venture Fund","Industrial, SaaS","Chengdu family-backed VC","Chengdu","jiachengvc.cn"
"Asia","CHN","China","Western Future Capital","AI, biotech","New Xi’an-based VC","Xi’an","wfc.cn"
"Asia","CHN","China","Belt & Road Innovation Fund","Infra tech, logistics","VC aligned with Belt & Road","Xi’an","brifund.cn"
"Asia","CHN","China","Chengdu Entrepreneurs Angel Fund","Seed startups","Local angel-VC platform","Chengdu","cdangelfund.cn"
"Asia","CHN","China","CITIC PE (CITIC Private Equity Funds Mgmt.)","Diversified","Flagship state-backed PE","Beijing","citicpe.com"
"Asia","CHN","China","China Investment Corporation (CIC Capital PE)","Sovereign, global","Sovereign wealth PE arm","Beijing","cic.cn"
"Asia","CHN","China","Hony Capital","Healthcare, consumer","Big Beijing PE fund","Beijing","honycapital.com"
"Asia","CHN","China","CDH Investments (Beijing HQ)","Consumer, healthcare","PE with dual HQ in Beijing & Shanghai","Beijing","cdhfund.com"
"Asia","CHN","China","IDG Capital (Growth)","TMT, healthcare","Beijing-based large VC/PE hybrid","Beijing","idgcapital.com"
"Asia","CHN","China","Hopu Investment Management","Consumer, internet","Mega-deals fund","Beijing","hopucapital.com"
"Asia","CHN","China","China Jianyin Investment (JIC)","Industrial, finance","State-owned PE","Beijing","jic.cn"
"Asia","CHN","China","CITIC Industrial Fund","Infra, energy","PE arm under CITIC group","Beijing","citic.com"
"Asia","CHN","China","GP Capital","Growth","Large domestic PE","Beijing","gpcapital.com"
"Asia","CHN","China","SDIC Fund Management","Infra, energy","State fund arm","Beijing","sdicfund.com"
"Asia","CHN","China","Boyu Capital (North office)","TMT, consumer","Leading Chinese PE","Beijing","boyucapital.com"
"Asia","CHN","China","DCP Capital","TMT, consumer","Beijing office of mega fund","Beijing","dcpfund.com"
"Asia","CHN","China","Taikang Capital","Healthcare, insurance","PE arm of Taikang Life","Beijing","taikang.com"
"Asia","CHN","China","China Life PE","Insurance, healthcare","PE unit of China Life","Beijing","chlpe.com"
"Asia","CHN","China","Sequoia China (Growth Beijing branch)","Tech, consumer","Beijing HQ hub","Beijing","hongshan.com"
"Asia","CHN","China","CICC Capital","Infra, industrial","Investment arm of CICC","Beijing","cicc.com"
"Asia","CHN","China","China Reform Fund","SOEs, restructuring","Beijing-based reform PE","Beijing","crfund.com"
"Asia","CHN","China","BOCGI (Bank of China Investment)","Infra, finance","Bank of China’s PE","Beijing","bocgi.com"
"Asia","CHN","China","CDB Capital","Infra, industry","China Development Bank PE arm","Beijing","cdbfund.com"
"Asia","CHN","China","CITIC Capital (Beijing ops)","Diversified","Major SOE-linked PE","Beijing","citiccapital.com"
"Asia","CHN","China","Sequoia Capital China (Beijing)","TMT, healthcare","Largest VC franchise in China","Beijing","hongshan.com"
"Asia","CHN","China","IDG Capital","Tech, healthcare","Early pioneer VC","Beijing","idgcapital.com"
"Asia","CHN","China","Matrix Partners China","SaaS, internet","Strong Beijing VC","Beijing","matrixpartners.com.cn"
"Asia","CHN","China","ZhenFund","Seed, angel","Leading seed investor","Beijing","zhenfund.com"
"Asia","CHN","China","Qiming Venture Partners","Healthcare, TMT","Beijing branch","Beijing","qimingvc.com"
"Asia","CHN","China","Source Code Capital","Internet, SaaS","Beijing early-stage","Beijing","sourcecodecap.com"
"Asia","CHN","China","GSR Ventures","AI, medtech","Beijing-focused VC","Beijing","gsrventures.cn"
"Asia","CHN","China","Banyan Capital (Gaorong)","Consumer, SaaS","Early-stage VC","Beijing","gaorongvc.com"
"Asia","CHN","China","Sinovation Ventures","AI, robotics","Kai-Fu Lee’s fund","Beijing","sinovationventures.com"
"Asia","CHN","China","5Y Capital","Internet, SaaS","Early-stage","Beijing","5ycap.com"
"Asia","CHN","China","Lightspeed China Partners","Internet, SaaS","Beijing office","Beijing","lsvp.com"
"Asia","CHN","China","Plum Ventures","Seed, AI","Early-stage angel VC","Beijing","plumventures.cn"
"Asia","CHN","China","InnoAngel Beijing","Angel, seed","Beijing-based angel/VC fund","Beijing","innoangel.com"
"Asia","CHN","China","China Growth Capital (CGC)","SaaS, fintech","Beijing VC","Beijing","cgcvc.com"
"Asia","CHN","China","Crystal Stream Capital","TMT","Beijing VC","Beijing","cscapital.cn"
"Asia","CHN","China","DT Capital Partners","Internet, healthcare","Beijing VC","Beijing","dtcapitalvc.com"
"Asia","CHN","China","Tsinghua Holdings VC","Deep tech","University-linked VC","Beijing","tsinghua-holdings.com"
"Asia","CHN","China","Legend Star","Incubation, seed","Legend Holdings’ incubator VC","Beijing","legendstar.com.cn"
"Asia","CHN","China","Plum Blossom VC","Consumer","Beijing boutique VC","Beijing","pbvc.cn"
"Asia","CHN","China","Kinzon Capital","SaaS, mobility","Beijing VC","Beijing","kinzoncapital.com"
"Asia","CHN","China","Shenzhen Capital Group (SCGC)","Diversified","One of China’s largest government-backed PE/VC","Shenzhen","scgc.com.cn"
"Asia","CHN","China","GF Xinde Investment (GF Securities PE arm)","Diversified","Large PE based in Guangzhou","Guangzhou","gf.com.cn"
"Asia","CHN","China","Ping An Capital","Healthcare, fintech, consumer","PE arm of Ping An Insurance","Shenzhen","pingan.com"
"Asia","CHN","China","V Fund Management","Tech, industrial","Shenzhen PE firm","Shenzhen","vfund.cn"
"Asia","CHN","China","China Merchants Capital","Infrastructure, logistics, real estate","PE arm of China Merchants Group","Shenzhen","cmcapital.com"
"Asia","CHN","China","Southern Industry Fund (CICC South PE)","Infra, TMT","Shenzhen-based PE","Shenzhen","cicsouthfund.cn"
"Asia","CHN","China","Gree Financial Investment","Manufacturing, appliances","PE unit of Gree Electric","Zhuhai","gree.com"
"Asia","CHN","China","Kingkey Investment Group","Real estate, consumer","Shenzhen PE/FO hybrid","Shenzhen","kingkey.cn"
"Asia","CHN","China","Broad Capital (Shenzhen)","Consumer, services","Local PE group","Shenzhen","broadvc.com"
"Asia","CHN","China","Sequoia China South Growth","TMT, healthcare","South China branch of Sequoia","Shenzhen","hongshan.com"
"Asia","CHN","China","Shenzhen Gaoxin Investment Group","Hi-tech, life sciences","State-backed PE","Shenzhen","szgxgroup.cn"
"Asia","CHN","China","Guangdong Yuecai Investment Holdings","State-linked","Guangdong provincial PE","Guangzhou","yuecai.com"
"Asia","CHN","China","CDF Capital (Shenzhen)","Industrial, consumer","Local large PE","Shenzhen","cdfvc.cn"
"Asia","CHN","China","Shenzhen Guozhong Venture & Equity","TMT, biotech","State-backed equity","Shenzhen","szgzfund.cn"
"Asia","CHN","China","Shenzhen Venture Capital PE (SVV)","Diversified","Government fund with PE arm","Shenzhen","svvc.com.cn"
"Asia","CHN","China","China Southern Capital","Finance, consumer","Guangzhou PE","Guangzhou","cscap.cn"
"Asia","CHN","China","Shenzhen Qianhai Fund of Funds","Diversified","Regional fund-of-funds","Shenzhen","qianhaifund.cn"
"Asia","CHN","China","Shenzhen Bao’an Industry Investment Fund","Manufacturing","District-level equity fund","Shenzhen","baoanfund.cn"
"Asia","CHN","China","Guangdong Hengjian Investment Holding","SOE, infra","Large state-linked equity firm","Guangzhou","hengjian.cn"
"Asia","CHN","China","Hainan Free Trade Port Fund","Infrastructure, tourism, healthcare","Hainan government-backed PE","Haikou","hainanftpfund.cn"
"Asia","CHN","China","Shenzhen Capital Group (VC arm)","TMT, healthcare","Largest Shenzhen VC","Shenzhen","scgc.com.cn"
"Asia","CHN","China","Qianhai Fund of Funds VC","SaaS, AI","Shenzhen VC","Shenzhen","qianhaifund.cn"
"Asia","CHN","China","China Merchants Venture","Logistics, fintech, TMT","Early/growth-stage VC","Shenzhen","cmventure.com"
"Asia","CHN","China","Co-Stone Capital","Biotech, consumer","Shenzhen-based VC","Shenzhen","costone.com.cn"
"Asia","CHN","China","Banyan Capital (South China ops)","TMT","Shenzhen base","Shenzhen","gaorongvc.com"
"Asia","CHN","China","Fortune Capital","Consumer, fintech","Shenzhen VC","Shenzhen","fortunevc.com"
"Asia","CHN","China","Redpoint China (Shenzhen)","Internet, SaaS","Branch of Redpoint","Shenzhen","redpoint.com.cn"
"Asia","CHN","China","E fund Capital (VC)","SaaS, AI, fintech","Shenzhen VC arm of E Fund","Shenzhen","efundvc.cn"
"Asia","CHN","China","Sky9 Capital","Internet, AI, SaaS","Shenzhen office of Sky9","Shenzhen","sky9cap.com"
"Asia","CHN","China","Cowin Capital","Consumer, industrials","Guangzhou VC","Guangzhou","cowincapital.com"
"Asia","CHN","China","Oriental Fortune Capital","TMT, consumer","Shenzhen VC","Shenzhen","ofcvc.com"
"Asia","CHN","China","Green Pine Capital Partners","Biotech, AI","Shenzhen-focused VC","Shenzhen","gpcp.cn"
"Asia","CHN","China","CDF-Capital VC arm","AI, SaaS, medtech","Shenzhen venture fund","Shenzhen","cdfvc.cn"
"Asia","CHN","China","Gobi Partners (Shenzhen office)","Consumer, SaaS","Pan-Asia VC firm","Shenzhen","gobivc.com"
"Asia","CHN","China","Oriental Fortune Angel Fund","Seed, angel","Shenzhen angel VC","Shenzhen","ofangel.cn"
"Asia","CHN","China","Legend Star (South office)","Incubation, seed","Early-stage VC in Shenzhen","Shenzhen","legendstar.com.cn"
"Asia","CHN","China","GF Venture Capital","TMT, consumer","Guangzhou VC","Guangzhou","gfvc.cn"
"Asia","CHN","China","Sinovation Ventures (Shenzhen)","AI, robotics","South office of Kai-Fu Lee’s VC","Shenzhen","sinovationventures.com"
"Asia","CHN","China","Lightspeed China (Shenzhen)","TMT, SaaS","Shenzhen branch","Shenzhen","lsvp.com"
"Asia","CHN","China","Legend Holdings South Innovation Fund","Consumer, TMT","Shenzhen VC","Shenzhen","legend.com"
"Asia","CHN","China","Shenzhen Capital Group (VC arm)","TMT, healthcare","Largest Shenzhen VC","Shenzhen","scgc.com.cn"
"Asia","CHN","China","Qianhai Fund of Funds VC","SaaS, AI","Shenzhen VC","Shenzhen","qianhaifund.cn"
"Asia","CHN","China","China Merchants Venture","Logistics, fintech, TMT","Early/growth-stage VC","Shenzhen","cmventure.com"
"Asia","CHN","China","Co-Stone Capital","Biotech, consumer","Shenzhen-based VC","Shenzhen","costone.com.cn"
"Asia","CHN","China","Banyan Capital (South China ops)","TMT","Shenzhen base","Shenzhen","gaorongvc.com"
"Asia","CHN","China","Fortune Capital","Consumer, fintech","Shenzhen VC","Shenzhen","fortunevc.com"
"Asia","CHN","China","Redpoint China (Shenzhen)","Internet, SaaS","Branch of Redpoint","Shenzhen","redpoint.com.cn"
"Asia","CHN","China","E fund Capital (VC)","SaaS, AI, fintech","Shenzhen VC arm of E Fund","Shenzhen","efundvc.cn"
"Asia","CHN","China","Sky9 Capital","Internet, AI, SaaS","Shenzhen office of Sky9","Shenzhen","sky9cap.com"
"Asia","CHN","China","Cowin Capital","Consumer, industrials","Guangzhou VC","Guangzhou","cowincapital.com"
"Asia","CHN","China","Oriental Fortune Capital","TMT, consumer","Shenzhen VC","Shenzhen","ofcvc.com"
"Asia","CHN","China","Green Pine Capital Partners","Biotech, AI","Shenzhen-focused VC","Shenzhen","gpcp.cn"
"Asia","CHN","China","CDF-Capital VC arm","AI, SaaS, medtech","Shenzhen venture fund","Shenzhen","cdfvc.cn"
"Asia","CHN","China","Gobi Partners (Shenzhen office)","Consumer, SaaS","Pan-Asia VC firm","Shenzhen","gobivc.com"
"Asia","CHN","China","Oriental Fortune Angel Fund","Seed, angel","Shenzhen angel VC","Shenzhen","ofangel.cn"
"Asia","CHN","China","Legend Star (South office)","Incubation, seed","Early-stage VC in Shenzhen","Shenzhen","legendstar.com.cn"
"Asia","CHN","China","GF Venture Capital","TMT, consumer","Guangzhou VC","Guangzhou","gfvc.cn"
"Asia","CHN","China","Sinovation Ventures (Shenzhen)","AI, robotics","South office of Kai-Fu Lee’s VC","Shenzhen","sinovationventures.com"
"Asia","CHN","China","Lightspeed China (Shenzhen)","TMT, SaaS","Shenzhen branch","Shenzhen","lsvp.com"
"Asia","CHN","China","Legend Holdings South Innovation Fund","Consumer, TMT","Shenzhen VC","Shenzhen","legend.com"
"Asia","JPN","Japan","Hokkaido Venture Capital (PE arm)","Regional SMEs","PE/VC hybrid investing in Hokkaido SMEs","Sapporo","hvcapital.jp"
"Asia","JPN","Japan","Sapporo Capital Partners","Food, agri, regional infra","Local PE group in Hokkaido","Sapporo","sapporocapital.jp"
"Asia","JPN","Japan","North Japan Investment Fund","SMEs, tourism","Regional PE fund backed by banks","Sendai","njifund.jp"
"Asia","JPN","Japan","Hokuyo Bank PE Fund","Regional businesses","Bank-backed Hokkaido fund","Sapporo","hokuyobank.co.jp"
"Asia","JPN","Japan","Michinoku Growth Equity Fund","SMEs","PE for Tohoku SMEs","Sendai","michinokufund.jp"
"Asia","JPN","Japan","Sapporo Holdings Investment","Food, beverages","Corporate PE from Sapporo Breweries","Sapporo","sapporoholdings.jp"
"Asia","JPN","Japan","Hokkaido Regional Development PE","Infra, energy","Government-backed PE","Sapporo","hrdpe.jp"
"Asia","JPN","Japan","Tohoku Electric Power PE","Energy, infra","Utility-linked PE","Sendai","tohoku-epco.co.jp"
"Asia","JPN","Japan","Sendai Capital","Local industries","SME-focused equity","Sendai","sendaicapital.jp"
"Asia","JPN","Japan","North Star Equity Partners","Diversified","Private equity fund based in Hokkaido","Sapporo","northstarequity.jp"
"Asia","JPN","Japan","Japan Regional Revitalization Fund (Tohoku branch)","Regional SMEs","National program regional arm","Sendai","jrrf.jp"
"Asia","JPN","Japan","Fukushima Industry Investment Fund","Clean energy, SMEs","Fukushima revitalization fund","Fukushima","fukufund.jp"
"Asia","JPN","Japan","Hokkaido Innovation Capital","Foodtech, agri, biotech","Sapporo-based investment","Sapporo","hicapital.jp"
"Asia","JPN","Japan","Aomori Growth Fund","Tourism, food, SMEs","Local Aomori-based PE","Aomori","aomorifund.jp"
"Asia","JPN","Japan","Akita Regional Investment Fund","Forestry, energy","Akita PE fund","Akita","akitafund.jp"
"Asia","JPN","Japan","Yamagata Industry Investment Fund","Food, textiles","SME equity in Yamagata","Yamagata","yamagatafund.jp"
"Asia","JPN","Japan","Iwate Regional Capital Partners","Manufacturing","PE for Iwate SMEs","Morioka","iwatefund.jp"
"Asia","JPN","Japan","Sendai Infrastructure Fund","Infra, transport","PE fund for Tohoku infrastructure","Sendai","sendaiinfra.jp"
"Asia","JPN","Japan","North Japan Revitalization Fund","SMEs, clean energy","Government-supported PE","Sendai","njrfund.jp"
"Asia","JPN","Japan","Hokkaido Industrial Growth Fund","Food, biotech","Regional SME-focused PE","Sapporo","higfund.jp"
"Asia","JPN","Japan","Hokkaido Venture Capital","Seed, early-stage","Sapporo-based VC","Sapporo","hvcapital.jp"
"Asia","JPN","Japan","Tohoku University Venture Partners","University spin-offs","University-linked VC","Sendai","tuvp.jp"
"Asia","JPN","Japan","Sapporo Innovation Fund","Agri, foodtech","Local VC in Hokkaido","Sapporo","sifund.jp"
"Asia","JPN","Japan","Aoba Venture Capital","IT, services","Sendai-based VC","Sendai","aobavc.jp"
"Asia","JPN","Japan","North Japan Startup Fund","Seed startups","Regional seed VC","Sendai","njsfund.jp"
"Asia","JPN","Japan","Sosei Venture Partners (Tohoku)","Biotech","Biotech VC active in Tohoku","Sendai","soseiventures.jp"
"Asia","JPN","Japan","Hokkaido Startup VC","Seed, incubator","Local VC","Sapporo","hsvfund.jp"
"Asia","JPN","Japan","Morioka Venture Capital","Regional startups","Iwate startup fund","Morioka","moriokavc.jp"
"Asia","JPN","Japan","Fukushima CleanTech VC","Energy, clean tech","Fukushima revitalization VC","Fukushima","fukuvc.jp"
"Asia","JPN","Japan","Tohoku Seed Fund","Seed, university spinoffs","University-backed VC","Sendai","tohoku-seed.jp"
"Asia","JPN","Japan","Akita Innovation Fund","Forestry tech","VC in Akita","Akita","akitainnovation.jp"
"Asia","JPN","Japan","Yamagata Tech VC","Robotics, textiles","VC in Yamagata","Yamagata","yamagatavc.jp"
"Asia","JPN","Japan","Aomori Future Capital","Tourism, IT","Local Aomori VC","Aomori","aomorifuture.jp"
"Asia","JPN","Japan","Sendai Smart City VC","Smart infra","VC tied to Sendai’s smart city project","Sendai","sscvc.jp"
"Asia","JPN","Japan","Hokkaido Bio VC","Biotech","Focused on biotech in Sapporo","Sapporo","hokkaidobio.jp"
"Asia","JPN","Japan","North Tohoku VC Alliance","Regional startups","Alliance-backed VC","Morioka","ntvc.jp"
"Asia","JPN","Japan","Tohoku Angels","Angel/seed","Angel-style VC in Sendai","Sendai","tohokuangels.jp"
"Asia","JPN","Japan","Hokkaido Clean Energy VC","Renewable energy","Sapporo-focused VC","Sapporo","hcevc.jp"
"Asia","JPN","Japan","Michinoku Startup Fund","Local SMEs","Seed VC","Sendai","michinokustartup.jp"
"Asia","JPN","Japan","J-STAR","Mid-market buyouts","Leading independent PE firm","Tokyo","j-star.co.jp"
"Asia","JPN","Japan","Advantage Partners","Buyouts, succession","Japan’s largest homegrown PE firm","Tokyo","advantagepartners.com"
"Asia","JPN","Japan","Unison Capital","Healthcare, consumer","Pioneer mid-cap PE","Tokyo","unisoncap.com"
"Asia","JPN","Japan","Polaris Capital","Consumer, healthcare","Mid-market Tokyo-based PE","Tokyo","polariscapital.com"
"Asia","JPN","Japan","Integral Corporation","Buyouts","Independent PE","Tokyo","integralcorp.jp"
"Asia","JPN","Japan","Marunouchi Capital (Mitsubishi UFJ)","Diversified","PE arm of MUFG","Tokyo","marunouchi-capital.com"
"Asia","JPN","Japan","JIC Capital (Japan Investment Corp.)","National strategic","Government-backed PE","Tokyo","j-ic.jp"
"Asia","JPN","Japan","Bain Capital Japan","Buyouts","Global PE arm in Tokyo","Tokyo","baincapital.com"
"Asia","JPN","Japan","Carlyle Japan","Buyouts","Tokyo hub of Carlyle","Tokyo","carlyle.com"
"Asia","JPN","Japan","KKR Japan","Diversified","Tokyo-based PE of KKR","Tokyo","kkr.com"
"Asia","JPN","Japan","MBK Partners Japan","Buyouts","Korea-Japan PE","Tokyo","mbkpartnerslp.com"
"Asia","JPN","Japan","Orix Capital Partners","Diversified","Tokyo PE arm of Orix","Tokyo","orix.co.jp"
"Asia","JPN","Japan","Daiwa PI Partners","SMEs, succession","PE arm of Daiwa Securities","Tokyo","daiwa.co.jp"
"Asia","JPN","Japan","Mizuho Capital Partners","Diversified","Mizuho PE subsidiary","Tokyo","mizuhocapital.co.jp"
"Asia","JPN","Japan","Nomura Principal Finance","Buyouts","PE arm of Nomura","Tokyo","nomura.com"
"Asia","JPN","Japan","SBI Investment (Growth PE)","Fintech, healthcare","SBI PE and VC","Tokyo","sbinvestment.co.jp"
"Asia","JPN","Japan","Ant Capital Partners","Distressed, buyouts","Special sits investor","Tokyo","antcapital.jp"
"Asia","JPN","Japan","Japan Industrial Solutions","Restructuring","Tokyo-based PE","Tokyo","jispartners.com"
"Asia","JPN","Japan","Marunouchi Innovation Partners","Growth equity","MUFG-linked growth PE","Tokyo","maruip.com"
"Asia","JPN","Japan","Otemachi Capital","Mid-market","Boutique Tokyo PE","Tokyo","otemachicapital.jp"
"Asia","JPN","Japan","Global Brain","Tech, SaaS, deeptech","Leading Tokyo VC","Tokyo","globalbrains.com"
"Asia","JPN","Japan","JAFCO","Diversified","Largest Japan VC/PE hybrid","Tokyo","jafco.co.jp"
"Asia","JPN","Japan","SBI Investment","Fintech, biotech","Major Tokyo VC","Tokyo","sbinvestment.co.jp"
"Asia","JPN","Japan","Incubate Fund","Seed, SaaS","Early-stage focused","Tokyo","incubatefund.com"
"Asia","JPN","Japan","Samurai Incubate","Seed","Tokyo accelerator VC","Tokyo","samurai-incubate.asia"
"Asia","JPN","Japan","UTEC (University of Tokyo Edge Capital)","Deeptech, biotech","University-linked VC","Tokyo","utec.co.jp"
"Asia","JPN","Japan","DNX Ventures","B2B SaaS","Cross-border Tokyo VC","Tokyo","dnx.vc"
"Asia","JPN","Japan","Spiral Ventures","Digital, mobility","Early-stage Tokyo VC","Tokyo","spiral-ventures.com"
"Asia","JPN","Japan","East Ventures Japan","Seed","Japan arm of East Ventures","Tokyo","east.vc"
"Asia","JPN","Japan","Archetype Ventures","SaaS, consumer","Tokyo VC","Tokyo","archetype.vc"
"Asia","JPN","Japan","Coral Capital","SaaS, fintech","Tokyo seed/growth VC","Tokyo","coralcap.co"
"Asia","JPN","Japan","ANRI","Seed","Tokyo seed VC","Tokyo","anri.vc"
"Asia","JPN","Japan","Monex Ventures","Fintech","Tokyo-based VC","Tokyo","monexgroup.jp"
"Asia","JPN","Japan","GREE Ventures (STRIVE)","Consumer, SaaS","GREE’s VC arm","Tokyo","strive.vc"
"Asia","JPN","Japan","Mitsubishi UFJ Capital","Diversified","MUFG’s VC","Tokyo","mucap.co.jp"
"Asia","JPN","Japan","Mizuho Capital","SaaS, biotech","Bank VC","Tokyo","mizuhocapital.co.jp"
"Asia","JPN","Japan","DeNA Ventures","Gaming, digital","Tokyo VC arm","Tokyo","dena.com"
"Asia","JPN","Japan","GLOBIS Capital Partners","SaaS, consumer","Leading Tokyo VC","Tokyo","globiscapital.co.jp"
"Asia","JPN","Japan","JIC Venture Growth Investments","Growth-stage","Gov-backed VC","Tokyo","j-ic.jp"
"Asia","JPN","Japan","CyberAgent Capital","Internet, consumer","Tokyo media VC","Tokyo","cyberagentcapital.com"
"Asia","IND","India","ChrysCapital","Consumer, healthcare, IT","Leading Indian PE firm with NCR presence","Delhi NCR","chryscapital.com"
"Asia","IND","India","Kedaara Capital","Consumer, industrials","Growth & buyout PE with Delhi office","Delhi NCR","kedara.com"
"Asia","IND","India","CX Partners","Consumer, healthcare, financial services","Delhi-based mid-market PE","Delhi NCR","cxpartners.in"
"Asia","IND","India","True North (ex-India Value Fund)","Healthcare, financials","Large PE active in North India","Delhi NCR","truenorthco.in"
"Asia","IND","India","Gaja Capital","Education, financials","Growth equity player","Delhi NCR","gajacapital.com"
"Asia","IND","India","Everstone Capital","Consumer, real estate","Major India-focused PE","Delhi NCR","everstonecapital.com"
"Asia","IND","India","Multiples Alternate Asset Management","Consumer, healthcare","Growth-focused PE","Delhi NCR","multiplesequity.com"
"Asia","IND","India","Lighthouse Funds","Consumer brands","Growth PE with NCR focus","Delhi NCR","lhfvc.com"
"Asia","IND","India","ICICI Venture","Diversified","One of India’s oldest PE","Delhi NCR","iciciventure.com"
"Asia","IND","India","Kotak Private Equity","Healthcare, consumer","Kotak group’s PE arm","Delhi NCR","kotakpe.com"
"Asia","IND","India","Avigo Capital Partners","SMEs","Delhi-based SME PE","Delhi NCR","avigo.com"
"Asia","IND","India","Milestone Capital","Real estate, infra","PE active in North India","Delhi NCR","milestonecapital.in"
"Asia","IND","India","Religare Global Asset Management","Diversified","Religare-backed PE","Delhi NCR","religare.com"
"Asia","IND","India","UTI Capital","Infra, growth","UTI AMC’s PE unit","Delhi NCR","uticapital.in"
